date,symbol,weight
2025-03-25,SA,-0.007513636034841079
2025-03-25,JM,-0.006753311149438279
2025-03-25,MA,-0.014267612846288085
2025-03-25,OI,-0.011181321566978198
2025-03-25,TS,-0.3768744540335968
2025-03-26,AU,0.08049861870846392
2025-03-26,AG,0.03682917614943205
2025-03-26,SN,0.030272529960169495
2025-03-26,P,0.035333297785218806
2025-03-26,SC,0.04604212368132304
2025-03-26,IH,0.04815060532855815
2025-03-26,IC,0.03601347545001068
2025-03-26,A,0.06976738681061573
2025-03-26,IF,0.04502220760062116
2025-03-26,RB,0.072070578525587
2025-03-26,I,-0.008969664519961411
2025-03-26,SR,-0.025902463724180612
2025-03-26,CF,-0.030829971313551873
2025-03-26,UR,-0.011939906008327115
2025-03-26,SA,-0.008061832747894428
2025-03-26,J,-0.007213175350557048
2025-03-26,MA,-0.014858555890132982
2025-03-26,JM,-0.007094942637450341
2025-03-26,OI,-0.01166507659383922
2025-03-26,TS,-0.37346441121410495
2025-03-27,AU,0.07005201475007906
2025-03-27,AG,0.035533102874296146
2025-03-27,SN,0.03169849611389583
2025-03-27,IC,0.03731966055050742
2025-03-27,P,0.03574530683560075
2025-03-27,IH,0.05280307146174993
2025-03-27,SC,0.050579016055998065
2025-03-27,IF,0.04887867110287234
2025-03-27,A,0.06496560968721758
2025-03-27,JD,0.07242505056778283
2025-03-27,SR,-0.04247766780371856
2025-03-27,I,-0.014591911122473471
2025-03-27,SA,-0.013147791541955802
2025-03-27,UR,-0.020599947303011117
2025-03-27,CF,-0.05003911531762616
2025-03-27,J,-0.011758461229290935
2025-03-27,MA,-0.02453441255539558
2025-03-27,OI,-0.019361853011187532
2025-03-27,JM,-0.011655189054529985
2025-03-27,TF,-0.29183365106081083
2025-03-28,AU,0.0684603576925351
2025-03-28,AG,0.03534571428083162
2025-03-28,SN,0.03191280520049641
2025-03-28,IC,0.03767240967311322
2025-03-28,IH,0.0531659429296497
2025-03-28,SC,0.0509323439664381
2025-03-28,P,0.035140776121718384
2025-03-28,IF,0.049207195578062
2025-03-28,A,0.06463090343676221
2025-03-28,JD,0.07353155112039328
2025-03-28,SR,-0.03956919515354416
2025-03-28,I,-0.015748034451855134
2025-03-28,SA,-0.013627747451168848
2025-03-28,CF,-0.05662405826095503
2025-03-28,UR,-0.023145251121338913
2025-03-28,J,-0.012105142357406794
2025-03-28,LH,-0.029491518355616385
2025-03-28,FU,-0.014054981904836164
2025-03-28,JM,-0.01181067456468848
2025-03-28,TF,-0.28382339637859005
2025-03-31,AU,0.07579731870967796
2025-03-31,AG,0.03812781324644253
2025-03-31,SN,0.033459829862193945
2025-03-31,SC,0.05023029034297906
2025-03-31,IC,0.04124411206522167
2025-03-31,P,0.03473200401213725
2025-03-31,IF,0.05254571965375109
2025-03-31,IH,0.056581271744554226
2025-03-31,A,0.0713134050060918
2025-03-31,Y,0.045968235356950465
2025-03-31,I,-0.014979362283535521
2025-03-31,SR,-0.04334234849406577
2025-03-31,SA,-0.012651001375433296
2025-03-31,CF,-0.05154507619740783
2025-03-31,UR,-0.021401663117839715
2025-03-31,J,-0.011059268705027537
2025-03-31,LH,-0.030416998254184698
2025-03-31,V,-0.02019620824656475
2025-03-31,JM,-0.01078432615821849
2025-03-31,TF,-0.2836237471677224
2025-04-01,AU,0.07512769467186092
2025-04-01,AG,0.03918738282286592
2025-04-01,SN,0.032911633527803706
2025-04-01,SC,0.04715608905687192
2025-04-01,IC,0.043479288045987115
2025-04-01,A,0.06993662117297876
2025-04-01,P,0.0349053979088524
2025-04-01,IF,0.05371169910386838
2025-04-01,IH,0.057761259777524575
2025-04-01,Y,0.04582293391138632
2025-04-01,I,-0.014266655989952052
2025-04-01,SR,-0.04093211468351125
2025-04-01,SA,-0.01255738294525204
2025-04-01,CF,-0.05121995149251085
2025-04-01,UR,-0.019353650652427515
2025-04-01,J,-0.010236797038326154
2025-04-01,V,-0.020168824906569866
2025-04-01,LH,-0.03044096592684218
2025-04-01,JM,-0.010535670694262459
2025-04-01,TF,-0.29028798567034564
2025-04-02,AU,0.07665315986754354
2025-04-02,SN,0.031802185614571425
2025-04-02,AG,0.039776638844156866
2025-04-02,SC,0.04784048205563225
2025-04-02,IC,0.043654652902693464
2025-04-02,IH,0.05843461084052931
2025-04-02,P,0.034454609804572406
2025-04-02,A,0.0676720635720234
2025-04-02,IF,0.05417772861507816
2025-04-02,Y,0.04553386788319915
2025-04-02,I,-0.01480768803579297
2025-04-02,SA,-0.01345124725922653
2025-04-02,SR,-0.037371874245394385
2025-04-02,UR,-0.020419496247914337
2025-04-02,CF,-0.055846397085778904
2025-04-02,LH,-0.030018164243983382
2025-04-02,FU,-0.013415268674245449
2025-04-02,J,-0.011020566370376968
2025-04-02,JM,-0.011176591933514085
2025-04-02,TF,-0.29247270590377294
2025-04-03,AU,0.07668920800073444
2025-04-03,SN,0.02950917465041718
2025-04-03,AG,0.036669153965303215
2025-04-03,SC,0.045926258653162196
2025-04-03,P,0.03524291836903037
2025-04-03,A,0.06864860268848627
2025-04-03,IC,0.04485360476234338
2025-04-03,IH,0.062152504017651974
2025-04-03,IF,0.05696384007603778
2025-04-03,Y,0.04334473481683326
2025-04-03,I,-0.01567972860589716
2025-04-03,UR,-0.020164386094241534
2025-04-03,SA,-0.013533510249456216
2025-04-03,SR,-0.04036377461956283
2025-04-03,CF,-0.05729999774752213
2025-04-03,FU,-0.012989609831854671
2025-04-03,M,-0.02342614487882359
2025-04-03,J,-0.011603945214786977
2025-04-03,JM,-0.011523499705237921
2025-04-03,TF,-0.29341540305261693
2025-04-07,AU,0.07413415955069363
2025-04-07,AG,0.03168458661835295
2025-04-07,SN,0.03176552005514111
2025-04-07,SC,0.040694019911675414
2025-04-07,P,0.039575386508377414
2025-04-07,A,0.12083372669799332
2025-04-07,IC,0.032529520062901864
2025-04-07,IH,0.04212667228930799
2025-04-07,IF,0.03498026852214119
2025-04-07,Y,0.05167613978341508
2025-04-07,I,-0.015198095154604975
2025-04-07,SR,-0.0368737823844813
2025-04-07,UR,-0.02033897251133011
2025-04-07,SA,-0.013696571831291731
2025-04-07,FU,-0.01040858904031149
2025-04-07,CF,-0.04249896239189033
2025-04-07,M,-0.024935341050368827
2025-04-07,J,-0.011948370929441711
2025-04-07,JM,-0.011253050830903498
2025-04-07,TF,-0.31284826387537606
2025-04-08,AU,0.07594011450459015
2025-04-08,AG,0.03130355938917373
2025-04-08,SN,0.030817547339022516
2025-04-08,IC,0.03063268087178713
2025-04-08,A,0.12359118449353203
2025-04-08,P,0.04199728183939208
2025-04-08,IH,0.03995491882748744
2025-04-08,SC,0.03881923933422542
2025-04-08,IF,0.03308750543003775
2025-04-08,RU,0.05385596797075167
2025-04-08,I,-0.008805828184066864
2025-04-08,SA,-0.00823702754427425
2025-04-08,UR,-0.01115847303745089
2025-04-08,SR,-0.022282588917489195
2025-04-08,FU,-0.006259669469177232
2025-04-08,M,-0.01844141659347997
2025-04-08,CF,-0.022058616579124307
2025-04-08,J,-0.007003264361780196
2025-04-08,JM,-0.006442359889644196
2025-04-08,TS,-0.3893107554235129
2025-04-09,AU,0.07492037446125106
2025-04-09,AG,0.03213531900038868
2025-04-09,SN,0.03143166087600285
2025-04-09,A,0.11892578311147019
2025-04-09,P,0.04017554982041915
2025-04-09,IH,0.041874670835132466
2025-04-09,IC,0.03298100132734462
2025-04-09,SC,0.04048139824825056
2025-04-09,IF,0.03499874772950357
2025-04-09,Y,0.0520754945902368
2025-04-09,I,-0.00951853639189852
2025-04-09,SA,-0.008580171326230424
2025-04-09,SR,-0.02318227128111846
2025-04-09,UR,-0.013202056243304587
2025-04-09,J,-0.007775670989736373
2025-04-09,M,-0.01411312938059628
2025-04-09,RM,-0.010875010894878589
2025-04-09,FU,-0.006187517759887389
2025-04-09,JM,-0.00694153702840445
2025-04-09,TS,-0.39962409870394494
2025-04-10,AU,0.06939415316616569
2025-04-10,AG,0.030156577418624545
2025-04-10,SN,0.030070822422422996
2025-04-10,P,0.04003029814331321
2025-04-10,A,0.1201551445861799
2025-04-10,IC,0.029406989471518468
2025-04-10,IH,0.03886885097070231
2025-04-10,IF,0.03168071706077285
2025-04-10,SC,0.03405280088776761
2025-04-10,HC,0.07618364587253237
2025-04-10,I,-0.008997177173848946
2025-04-10,SA,-0.008352803496949413
2025-04-10,SR,-0.022468510263699587
2025-04-10,RM,-0.010871896075045497
2025-04-10,J,-0.007522181603793702
2025-04-10,M,-0.014345295905467466
2025-04-10,FU,-0.005867729653263814
2025-04-10,UR,-0.012520981658833481
2025-04-10,JM,-0.006966376607040411
2025-04-10,TS,-0.40208704756205765
2025-04-11,AU,0.06837581992098649
2025-04-11,AG,0.03058647083067614
2025-04-11,SN,0.030269678559834017
2025-04-11,IH,0.03884041562028141
2025-04-11,P,0.04065255206760725
2025-04-11,A,0.1184880803409652
2025-04-11,IF,0.03167617209521732
2025-04-11,SC,0.03483703433514227
2025-04-11,IC,0.029282871389680807
2025-04-11,HC,0.07699090483960908
2025-04-11,I,-0.009102449377943933
2025-04-11,SR,-0.024747484906017757
2025-04-11,SA,-0.008122465039400102
2025-04-11,J,-0.007269743589118474
2025-04-11,RM,-0.011295700983270858
2025-04-11,M,-0.014875294326984801
2025-04-11,UR,-0.01269488982152485
2025-04-11,V,-0.012845142124799983
2025-04-11,JM,-0.0067850725647546255
