date,symbol,weight
2025-04-02,A,0.1
2025-04-02,AG,0.1
2025-04-02,AL,0.1
2025-04-02,AU,0.1
2025-04-02,FU,0.1
2025-04-02,HC,0.1
2025-04-02,I,0.1
2025-04-02,IC,0.1
2025-04-02,IF,0.1
2025-04-02,IH,0.1
2025-04-02,A,-0.1
2025-04-02,AG,-0.1
2025-04-02,AL,-0.1
2025-04-02,AU,-0.1
2025-04-02,FU,-0.1
2025-04-02,HC,-0.1
2025-04-02,I,-0.1
2025-04-02,IC,-0.1
2025-04-02,IF,-0.1
2025-04-02,IH,-0.1
2025-04-03,A,0.1
2025-04-03,AG,0.1
2025-04-03,AL,0.1
2025-04-03,AU,0.1
2025-04-03,FU,0.1
2025-04-03,HC,0.1
2025-04-03,I,0.1
2025-04-03,IC,0.1
2025-04-03,IF,0.1
2025-04-03,IH,0.1
2025-04-03,A,-0.1
2025-04-03,AG,-0.1
2025-04-03,AL,-0.1
2025-04-03,AU,-0.1
2025-04-03,FU,-0.1
2025-04-03,HC,-0.1
2025-04-03,I,-0.1
2025-04-03,IC,-0.1
2025-04-03,IF,-0.1
2025-04-03,IH,-0.1
2025-04-07,A,0.4999999999999999
2025-04-07,AG,0.019999999999999997
2025-04-07,AL,0.0766979088200307
2025-04-07,AU,0.11423770110239001
2025-04-07,FU,0.02000000000000003
2025-04-07,HC,0.12189831604855324
2025-04-07,I,0.08716607402902603
2025-04-07,IC,0.019999999999999997
2025-04-07,IF,0.019999999999999997
2025-04-07,IH,0.020000000000000007
2025-04-07,A,-0.4999999999999999
2025-04-07,AG,-0.019999999999999997
2025-04-07,AL,-0.0766979088200307
2025-04-07,AU,-0.11423770110239001
2025-04-07,FU,-0.02000000000000003
2025-04-07,HC,-0.12189831604855324
2025-04-07,I,-0.08716607402902603
2025-04-07,IC,-0.019999999999999997
2025-04-07,IF,-0.019999999999999997
2025-04-07,IH,-0.020000000000000007
2025-04-08,A,0.5
2025-04-08,AG,0.02
2025-04-08,AL,0.08119703379602239
2025-04-08,AU,0.11125803075398022
2025-04-08,FU,0.02
2025-04-08,HC,0.12633953148878282
2025-04-08,I,0.08120540396121463
2025-04-08,IC,0.02000000000000002
2025-04-08,IF,0.02000000000000002
2025-04-08,IH,0.020000000000000004
2025-04-08,A,-0.5
2025-04-08,AG,-0.02
2025-04-08,AL,-0.08119703379602239
2025-04-08,AU,-0.11125803075398022
2025-04-08,FU,-0.02
2025-04-08,HC,-0.12633953148878282
2025-04-08,I,-0.08120540396121463
2025-04-08,IC,-0.02000000000000002
2025-04-08,IF,-0.02000000000000002
2025-04-08,IH,-0.020000000000000004
2025-04-09,A,0.4999999999999999
2025-04-09,AG,0.020000000000000007
2025-04-09,AL,0.07319656616251607
2025-04-09,AU,0.10569563853025218
2025-04-09,FU,0.019999999999999997
2025-04-09,HC,0.13471127677017294
2025-04-09,I,0.08639651853705871
2025-04-09,IC,0.019999999999999997
2025-04-09,IF,0.020000000000000007
2025-04-09,IH,0.02000000000000002
2025-04-09,A,-0.4999999999999999
2025-04-09,AG,-0.020000000000000007
2025-04-09,AL,-0.07319656616251607
2025-04-09,AU,-0.10569563853025218
2025-04-09,FU,-0.019999999999999997
2025-04-09,HC,-0.13471127677017294
2025-04-09,I,-0.08639651853705871
2025-04-09,IC,-0.019999999999999997
2025-04-09,IF,-0.020000000000000007
2025-04-09,IH,-0.02000000000000002
2025-04-10,A,0.5
2025-04-10,AG,0.02
2025-04-10,AL,0.08415104636883126
2025-04-10,AU,0.09679732870501825
2025-04-10,FU,0.020000000000000077
2025-04-10,HC,0.13839640764715513
2025-04-10,I,0.08065521727899527
2025-04-10,IC,0.020000000000000035
2025-04-10,IF,0.02000000000000007
2025-04-10,IH,0.020000000000000014
2025-04-10,A,-0.5
2025-04-10,AG,-0.02
2025-04-10,AL,-0.08415104636883126
2025-04-10,AU,-0.09679732870501825
2025-04-10,FU,-0.020000000000000077
2025-04-10,HC,-0.13839640764715513
2025-04-10,I,-0.08065521727899527
2025-04-10,IC,-0.020000000000000035
2025-04-10,IF,-0.02000000000000007
2025-04-10,IH,-0.020000000000000014
2025-04-11,I,0.020000000000000014
2025-04-11,SA,0.020000000000000025
2025-04-11,J,0.019999999999999997
2025-04-11,CF,0.19062588684846257
2025-04-11,MA,0.19333867693005147
2025-04-11,V,0.13282462693501235
2025-04-11,RM,0.05779037442939035
